"entrezgene","external_gene_name","gene_biotype","description"
55139,"ANKZF1","protein_coding","ankyrin repeat and zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25527]"
55148,"UBR7","protein_coding","ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:HGNC:20344]"
55203,"LGI2","protein_coding","leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]"
5527,"PPP2R5C","protein_coding","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]"
55298,"RNF121","protein_coding","ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070]"
55300,"AC104662.2","protein_coding","phosphatidylinositol 4-kinase type 2 beta [Source:NCBI gene;Acc:55300]"
55300,"PI4K2B","protein_coding","phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]"
5538,"PPT1","protein_coding","palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]"
55544,"RBM38","protein_coding","RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]"
55561,"CDC42BPG","protein_coding","CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]"
55655,"NLRP2","protein_coding","NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]"
55784,"MCTP2","protein_coding","multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]"
55802,"DCP1A","protein_coding","decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714]"
55860,"ACTR10","protein_coding","actin related protein 10 homolog [Source:HGNC Symbol;Acc:HGNC:17372]"
56052,"ALG1","protein_coding","ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]"
56262,"LRRC8A","protein_coding","leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]"
56302,"TRPV5","protein_coding","transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145]"
5648,"MASP1","protein_coding","mannan binding lectin serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:6901]"
5672,"PSG4","protein_coding","pregnancy specific beta-1-glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:9521]"
56895,"AGPAT4","protein_coding","1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
56905,"C15orf39","protein_coding","chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]"
56926,"NCLN","protein_coding","nicalin [Source:HGNC Symbol;Acc:HGNC:26923]"
56983,"POGLUT1","protein_coding","protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]"
57120,"GOPC","protein_coding","golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]"
57124,"CD248","protein_coding","CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]"
5715,"PSMD9","protein_coding","proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]"
57190,"SELENON","protein_coding","selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]"
57221,"ARFGEF3","protein_coding","ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]"
5745,"PTH1R","protein_coding","parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]"
57460,"PPM1H","protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]"
575,"ADGRB1","protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
57506,"MAVS","protein_coding","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
57509,"MTUS1","protein_coding","microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]"
57534,"MIB1","protein_coding","mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]"
57547,"ZNF624","protein_coding","zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]"
57593,"EBF4","protein_coding","EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278]"
57657,"HCN3","protein_coding","hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]"
57662,"CAMSAP3","protein_coding","calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]"
57695,"USP37","protein_coding","ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]"
5770,"PTPN1","protein_coding","protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]"
57701,"NCKAP5L","protein_coding","NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]"
57720,"GPR107","protein_coding","G protein-coupled receptor 107 [Source:HGNC Symbol;Acc:HGNC:17830]"
57786,"RBAK","protein_coding","RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]"
57830,"KRTAP5-8","protein_coding","keratin associated protein 5-8 [Source:HGNC Symbol;Acc:HGNC:23603]"
5819,"NECTIN2","protein_coding","nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]"
586,"BCAT1","protein_coding","branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]"
5872,"RAB13","protein_coding","RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]"
5894,"RAF1","protein_coding","Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]"
5906,"RAP1A","protein_coding","RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]"
5923,"RASGRF1","protein_coding","Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]"
5977,"DPF2","protein_coding","double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]"
5985,"RFC5","protein_coding","replication factor C subunit 5 [Source:HGNC Symbol;Acc:HGNC:9973]"
5991,"RFX3","protein_coding","regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]"
6016,"RIT1","protein_coding","Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]"
6158,"RPL28","protein_coding","ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]"
622,"BDH1","protein_coding","3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]"
6239,"RREB1","protein_coding","ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]"
6247,"RS1","protein_coding","retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]"
6329,"SCN4A","protein_coding","sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]"
63827,"BCAN","protein_coding","brevican [Source:HGNC Symbol;Acc:HGNC:23059]"
6400,"SEL1L","protein_coding","SEL1L, ERAD E3 ligase adaptor subunit [Source:HGNC Symbol;Acc:HGNC:10717]"
64115,"VSIR","protein_coding","V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085]"
64225,"ATL2","protein_coding","atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]"
64651,"CSRNP1","protein_coding","cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]"
646658,"SYNDIG1L","protein_coding","synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]"
64689,"GORASP1","protein_coding","golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]"
64708,"COPS7B","protein_coding","COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]"
64789,"EXO5","protein_coding","exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115]"
64795,"RMND5A","protein_coding","required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]"
64834,"ELOVL1","protein_coding","ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]"
64840,"PORCN","protein_coding","porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]"
64855,"FAM129B","protein_coding","family with sequence similarity 129 member B [Source:HGNC Symbol;Acc:HGNC:25282]"
6492,"SIM1","protein_coding","SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]"
65003,"MRPL11","protein_coding","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]"
6543,"SLC8A2","protein_coding","solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]"
658,"BMPR1B","protein_coding","bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]"
6591,"SNAI2","protein_coding","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
6628,"SNRPB","protein_coding","small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]"
6631,"SNRPC","protein_coding","small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]"
6664,"SOX11","protein_coding","SRY-box 11 [Source:HGNC Symbol;Acc:HGNC:11191]"
6707,"SPRR3","protein_coding","small proline rich protein 3 [Source:HGNC Symbol;Acc:HGNC:11268]"
6760,"SS18","protein_coding","SS18, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:11340]"
6785,"ELOVL4","protein_coding","ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]"
6988,"TCTA","protein_coding","T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]"
6990,"DYNLT3","protein_coding","dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]"
6996,"TDG","protein_coding","thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]"
7008,"TEF","protein_coding","TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]"
7264,"TSTA3","protein_coding","tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]"
728591,"CCDC169","protein_coding","coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]"
7296,"TXNRD1","protein_coding","thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]"
7323,"UBE2D3","protein_coding","ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]"
7421,"VDR","protein_coding","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]"
7626,"ZNF75D","protein_coding","zinc finger protein 75D [Source:HGNC Symbol;Acc:HGNC:13145]"
7730,"ZNF177","protein_coding","zinc finger protein 177 [Source:HGNC Symbol;Acc:HGNC:12966]"
774,"CACNA1B","protein_coding","calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]"
7812,"CSDE1","protein_coding","cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
782,"CACNB1","protein_coding","calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]"
7832,"BTG2","protein_coding","BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]"
784,"CACNB3","protein_coding","calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]"
7862,"BRPF1","protein_coding","bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]"
7903,"ST8SIA4","protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]"
79034,"C7orf26","protein_coding","chromosome 7 open reading frame 26 [Source:HGNC Symbol;Acc:HGNC:21702]"
79039,"DDX54","protein_coding","DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]"
79047,"KCTD15","protein_coding","potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:HGNC:23297]"
79077,"DCTPP1","protein_coding","dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]"
79155,"TNIP2","protein_coding","TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]"
79175,"ZNF343","protein_coding","zinc finger protein 343 [Source:HGNC Symbol;Acc:HGNC:16017]"
79228,"THOC6","protein_coding","THO complex 6 [Source:HGNC Symbol;Acc:HGNC:28369]"
79572,"ATP13A3","protein_coding","ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]"
79587,"CARS2","protein_coding","cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]"
79616,"CCNJL","protein_coding","cyclin J like [Source:HGNC Symbol;Acc:HGNC:25876]"
79637,"ARMC7","protein_coding","armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]"
79720,"VPS37B","protein_coding","VPS37B, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:25754]"
79754,"ASB13","protein_coding","ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]"
79847,"MFSD13A","protein_coding","major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]"
79890,"RIN3","protein_coding","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]"
79918,"SETD6","protein_coding","SET domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26116]"
79956,"ERMP1","protein_coding","endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]"
79981,"FRMD1","protein_coding","FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240]"
80019,"UBTD1","protein_coding","ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683]"
80124,"VCPIP1","protein_coding","valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]"
80162,"PGGHG","protein_coding","protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]"
80329,"ULBP1","protein_coding","UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]"
80774,"LIMD2","protein_coding","LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]"
80853,"KDM7A","protein_coding","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
80854,"SETD7","protein_coding","SET domain containing lysine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:30412]"
8153,"RND2","protein_coding","Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315]"
81577,"GFOD2","protein_coding","glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]"
81609,"SNX27","protein_coding","sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]"
81789,"TIGD6","protein_coding","tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]"
835,"CASP2","protein_coding","caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]"
83596,"BCL2L12","protein_coding","BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787]"
83641,"FAM107B","protein_coding","family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]"
83855,"KLF16","protein_coding","Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]"
83985,"SPNS1","protein_coding","sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]"
84166,"NLRC5","protein_coding","NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]"
84276,"NICN1","protein_coding","nicolin 1 [Source:HGNC Symbol;Acc:HGNC:18317]"
84614,"ZBTB37","protein_coding","zinc finger and BTB domain containing 37 [Source:HGNC Symbol;Acc:HGNC:28365]"
84725,"PLEKHA8","protein_coding","pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]"
84958,"SYTL1","protein_coding","synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]"
84971,"ATG4D","protein_coding","autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]"
85015,"USP45","protein_coding","ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]"
8502,"PKP4","protein_coding","plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]"
8516,"ITGA8","protein_coding","integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]"
85352,"SHISAL1","protein_coding","shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]"
85403,"EAF1","protein_coding","ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]"
85406,"DNAJC14","protein_coding","DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]"
8548,"BLZF1","protein_coding","basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]"
85508,"SCRT2","protein_coding","scratch family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:15952]"
8563,"THOC5","protein_coding","THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]"
8575,"PRKRA","protein_coding","protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]"
8633,"UNC5C","protein_coding","unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]"
8649,"LAMTOR3","protein_coding","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]"
865,"CBFB","protein_coding","core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]"
8694,"DGAT1","protein_coding","diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]"
8837,"CFLAR","protein_coding","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
8843,"HCAR3","protein_coding","hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]"
8893,"EIF2B5","protein_coding","eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261]"
8929,"PHOX2B","protein_coding","paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143]"
8971,"H1FX","protein_coding","H1 histone family member X [Source:HGNC Symbol;Acc:HGNC:4722]"
89941,"RHOT2","protein_coding","ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]"
89944,"GLB1L2","protein_coding","galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129]"
90134,"KCNH7","protein_coding","potassium voltage-gated channel subfamily H member 7 [Source:HGNC Symbol;Acc:HGNC:18863]"
90326,"THAP3","protein_coding","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]"
90353,"CTU1","protein_coding","cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]"
9057,"SLC7A6","protein_coding","solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]"
90693,"CCDC126","protein_coding","coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]"
91010,"FMNL3","protein_coding","formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]"
91039,"DPP9","protein_coding","dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]"
91252,"SLC39A13","protein_coding","solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859]"
91404,"SESTD1","protein_coding","SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]"
91748,"ELMSAN1","protein_coding","ELM2 and Myb/SANT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19853]"
92,"ACVR2A","protein_coding","activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]"
92154,"MTSS1L","protein_coding","MTSS1L, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:25094]"
922,"CD5L","protein_coding","CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]"
9253,"NUMBL","protein_coding","NUMB like, endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]"
93210,"PGAP3","protein_coding","post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]"
93377,"OPALIN","protein_coding","oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707]"
9350,"CER1","protein_coding","cerberus 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:1862]"
93643,"TJAP1","protein_coding","tight junction associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17949]"
9378,"NRXN1","protein_coding","neurexin 1 [Source:HGNC Symbol;Acc:HGNC:8008]"
9390,"SLC22A13","protein_coding","solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]"
9477,"MED20","protein_coding","mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]"
9496,"TBX4","protein_coding","T-box 4 [Source:HGNC Symbol;Acc:HGNC:11603]"
9515,"STXBP5L","protein_coding","syntaxin binding protein 5 like [Source:HGNC Symbol;Acc:HGNC:30757]"
953,"ENTPD1","protein_coding","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]"
9530,"BAG4","protein_coding","BCL2 associated athanogene 4 [Source:HGNC Symbol;Acc:HGNC:940]"
9534,"ZNF254","protein_coding","zinc finger protein 254 [Source:HGNC Symbol;Acc:HGNC:13047]"
9563,"H6PD","protein_coding","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]"
9592,"IER2","protein_coding","immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]"
9612,"NCOR2","protein_coding","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]"
962,"CD48","protein_coding","CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]"
9695,"EDEM1","protein_coding","ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]"
9750,"RIPOR2","protein_coding","RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]"
9760,"TOX","protein_coding","thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]"
9767,"JADE3","protein_coding","jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]"
